26/10/17	23:00	03:30	level 0 and login
27/10/17	15:30	18:30	level 1 finished
27/10/17	20:00	02:00	make post, comment level
28/10/17	8:00	10:00	fix post
28/10/17	18:00	23:00	reply comment
29/10/17	14:00	18:00	level 2 completed
29/10/17	18:00	00:00	cse cgi debug
30/10/17	16:00	22:00	edit detail upload image 
31/10/17	13:00	15:00	cse cgi debug
